"id","area_id","quest_balloon","monster_balloon","bar_balloon","equipment_balloon","shop_balloon"
"11","NMA00011","中毒的话，每回合都会受到伤害。不过进入下一层就会痊愈了。|遇到步兵的话，千万不要惹他们生气。他们的力量是一流的，就是脑子不好使。|长的一样的敌人，因为出现区域不同，强度也会不同。轻敌是战场最大的禁忌。|飞行敌人的移动范围非常广，注意抓准距离，使出致命一击。|你有捡到过熔岩一样的角么？听说可以拿来做很强力的武器。|最近，听说有人看见奇怪的敌人，也有人说那是外星人，我有点好奇了。|你有在迷宫中捡到过各种颜色的宝箱吗？有的话，能给我看看么？|好像也不是所有的敌人都会冲过来攻击，我还见过胆小的敌人。|愤怒的敌人可是会下起一片冰凌之雨呢，然而我有这身盔甲和护盾，哼哼。|有时会从热带雨林的深处传来地鸣般的声音。那到底是什么呢？|去火山地带时穿水属性的装备比较好喔。会凉凉的。|感觉最近穿护甲有点紧，一定是铁匠那个老头又偷工减料！","英雄只能通过同属性的南瓜进行升级，因此平均获取南瓜很重要。|英雄法术强度提升的话，就可以减少发动主动技所需的元素之力。|进化后的英雄技能等级就会延续哦。|若是队伍中有相同属性的英雄，会从左侧开始召唤哦。|升级，进化，进阶各有用处，请妥善利用哟。|针对副本中出现的敌人属性，搭配有利属性的装备与英雄吧！|如果把稀有英雄当作队长的话，关注你的冒险者就会变多哦！","等级提升的话，可关注的玩家数就会增加。最多可提升至50人。|使用推荐搜寻的话，就可以找到与你等级相近的玩家。|是否会被关注，取决于你的队长英雄。|多多增加相互关注的朋友吧。会有好事发生的哟。|虽说是酒馆，可是酒呢。","生命值的总量是由队伍全体的生命决定，防御力也是一样。|武器或防具，使用特定素材就可以进化。|装备也有属性，请在不同的副本使用不同属性的装备。|武器进化后的主动技技能等级也可以继承。|装备一整套的头盔与铠甲，就会有套装的防御力加成。|剑拥有击退效果，是基本的武器。|匕首是攻击次数最多的武器，会朝自己的周围8个方向攻击。|斧拥有一定机率击晕对手的技能。|弓可以近战攻击，技能则是远距离攻击，是很平衡的武器。|杖无法近战攻击，但发动技能时是全体攻击，是非常方便的武器。|你知道强化石这种稀有石头吗？可以一口气强化你的装备。|调整队伍英雄与装备特性，就可以提升你的战力。|打造的话，嘿嘿，不收取额外费用的哟！","主线任务中有大量符石奖励哦。|符石可使鬼推磨，拿到的话要好好珍惜。|每个商店都有独立出售的物品哦，想要的话就要去苦苦守候呢！|性子急的话就只能刷新商店了呢，会不会划算呢？|天梯点数是每日发放的，要记得去邮箱领取。"
"12","NMA00012","虽然说有些怪是很胆小，但如果你无视了他们，那你下场可能会很惨。|你有好好的进行防具的强化吗？避不开的攻击，只能用防具让伤害降到最低。|技能的用途是很重要的。打的火热也要冷静使用。|削肉断骨！可是我连肉都不想削。啊，赘肉的话OK。|防具的技能非常有帮助！忘了是谁说的来着。|我家的爷爷以前啊，对于不让首领生气就打倒他这事非常拿手。|感觉最近穿护甲有点紧，一定是铁匠那个老头又偷工减料！","英雄只能通过同属性的南瓜进行升级，因此平均获取南瓜很重要。|英雄法术强度提升的话，就可以减少发动主动技所需的元素之力。|进化后的英雄技能等级就会延续哦。|若是队伍中有相同属性的英雄，会从左侧开始召唤哦。|升级，进化，进阶各有用处，请妥善利用哟。|针对副本中出现的敌人属性，搭配有利属性的装备与英雄吧！|如果把稀有英雄当作队长的话，关注你的冒险者就会变多哦！","等级提升的话，可关注的玩家数就会增加。最多可提升至50人。|使用推荐搜寻的话，就可以找到与你等级相近的玩家。|是否会被关注，取决于你的队长英雄。|多多增加相互关注的朋友吧。会有好事发生的哟。|虽说是酒馆，可是酒呢。","生命值的总量是由队伍全体的生命决定，防御力也是一样。|武器或防具，使用特定素材就可以进化。|装备也有属性，请在不同的副本使用不同属性的装备。|武器进化后的主动技技能等级也可以继承。|装备一整套的头盔与铠甲，就会有套装的防御力加成。|剑拥有击退效果，是基本的武器。|匕首是攻击次数最多的武器，会朝自己的周围8个方向攻击。|斧拥有一定机率击晕对手的技能。|弓可以近战攻击，技能则是远距离攻击，是很平衡的武器。|杖无法近战攻击，但发动技能时是全体攻击，是非常方便的武器。|你知道强化石这种稀有石头吗？可以一口气强化你的装备。|调整队伍英雄与装备特性，就可以提升你的战力。|打造的话，嘿嘿，不收取额外费用的哟！","主线任务中有大量符石奖励哦。|符石可使鬼推磨，拿到的话要好好珍惜。|每个商店都有独立出售的物品哦，想要的话就要去苦苦守候呢！|性子急的话就只能刷新商店了呢，会不会划算呢？|天梯点数是每日发放的，要记得去邮箱领取。"
"13","NMA00013","虽然说有些怪是很胆小，但如果你无视了他们，那你下场可能会很惨。|你有好好的进行防具的强化吗？避不开的攻击，只能用防具让伤害降到最低。|技能的用途是很重要的。打的火热也要冷静使用。|削肉断骨！可是我连肉都不想削。啊，赘肉的话OK。|防具的技能非常有帮助！忘了是谁说的来着。|我家的爷爷以前啊，对于不让首领生气就打倒他这事非常拿手。|感觉最近穿护甲有点紧，一定是铁匠那个老头又偷工减料！","英雄只能通过同属性的南瓜进行升级，因此平均获取南瓜很重要。|英雄法术强度提升的话，就可以减少发动主动技所需的元素之力。|进化后的英雄技能等级就会延续哦。|若是队伍中有相同属性的英雄，会从左侧开始召唤哦。|升级，进化，进阶各有用处，请妥善利用哟。|针对副本中出现的敌人属性，搭配有利属性的装备与英雄吧！|如果把稀有英雄当作队长的话，关注你的冒险者就会变多哦！","等级提升的话，可关注的玩家数就会增加。最多可提升至50人。|使用推荐搜寻的话，就可以找到与你等级相近的玩家。|是否会被关注，取决于你的队长英雄。|多多增加相互关注的朋友吧。会有好事发生的哟。|虽说是酒馆，可是酒呢。","生命值的总量是由队伍全体的生命决定，防御力也是一样。|武器或防具，使用特定素材就可以进化。|装备也有属性，请在不同的副本使用不同属性的装备。|武器进化后的主动技技能等级也可以继承。|装备一整套的头盔与铠甲，就会有套装的防御力加成。|剑拥有击退效果，是基本的武器。|匕首是攻击次数最多的武器，会朝自己的周围8个方向攻击。|斧拥有一定机率击晕对手的技能。|弓可以近战攻击，技能则是远距离攻击，是很平衡的武器。|杖无法近战攻击，但发动技能时是全体攻击，是非常方便的武器。|你知道强化石这种稀有石头吗？可以一口气强化你的装备。|调整队伍英雄与装备特性，就可以提升你的战力。|打造的话，嘿嘿，不收取额外费用的哟！","主线任务中有大量符石奖励哦。|符石可使鬼推磨，拿到的话要好好珍惜。|每个商店都有独立出售的物品哦，想要的话就要去苦苦守候呢！|性子急的话就只能刷新商店了呢，会不会划算呢？|天梯点数是每日发放的，要记得去邮箱领取。"
"14","NMA00014","虽然说有些怪是很胆小，但如果你无视了他们，那你下场可能会很惨。|你有好好的进行防具的强化吗？避不开的攻击，只能用防具让伤害降到最低。|技能的用途是很重要的。打的火热也要冷静使用。|削肉断骨！可是我连肉都不想削。啊，赘肉的话OK。|防具的技能非常有帮助！忘了是谁说的来着。|我家的爷爷以前啊，对于不让首领生气就打倒他这事非常拿手。|感觉最近穿护甲有点紧，一定是铁匠那个老头又偷工减料！","英雄只能通过同属性的南瓜进行升级，因此平均获取南瓜很重要。|英雄法术强度提升的话，就可以减少发动主动技所需的元素之力。|进化后的英雄技能等级就会延续哦。|若是队伍中有相同属性的英雄，会从左侧开始召唤哦。|升级，进化，进阶各有用处，请妥善利用哟。|针对副本中出现的敌人属性，搭配有利属性的装备与英雄吧！|如果把稀有英雄当作队长的话，关注你的冒险者就会变多哦！","等级提升的话，可关注的玩家数就会增加。最多可提升至50人。|使用推荐搜寻的话，就可以找到与你等级相近的玩家。|是否会被关注，取决于你的队长英雄。|多多增加相互关注的朋友吧。会有好事发生的哟。|虽说是酒馆，可是酒呢。","生命值的总量是由队伍全体的生命决定，防御力也是一样。|武器或防具，使用特定素材就可以进化。|装备也有属性，请在不同的副本使用不同属性的装备。|武器进化后的主动技技能等级也可以继承。|装备一整套的头盔与铠甲，就会有套装的防御力加成。|剑拥有击退效果，是基本的武器。|匕首是攻击次数最多的武器，会朝自己的周围8个方向攻击。|斧拥有一定机率击晕对手的技能。|弓可以近战攻击，技能则是远距离攻击，是很平衡的武器。|杖无法近战攻击，但发动技能时是全体攻击，是非常方便的武器。|你知道强化石这种稀有石头吗？可以一口气强化你的装备。|调整队伍英雄与装备特性，就可以提升你的战力。|打造的话，嘿嘿，不收取额外费用的哟！","主线任务中有大量符石奖励哦。|符石可使鬼推磨，拿到的话要好好珍惜。|每个商店都有独立出售的物品哦，想要的话就要去苦苦守候呢！|性子急的话就只能刷新商店了呢，会不会划算呢？|天梯点数是每日发放的，要记得去邮箱领取。"
"15","NMA00015","虽然说有些怪是很胆小，但如果你无视了他们，那你下场可能会很惨。|你有好好的进行防具的强化吗？避不开的攻击，只能用防具让伤害降到最低。|技能的用途是很重要的。打的火热也要冷静使用。|削肉断骨！可是我连肉都不想削。啊，赘肉的话OK。|防具的技能非常有帮助！忘了是谁说的来着。|我家的爷爷以前啊，对于不让首领生气就打倒他这事非常拿手。|感觉最近穿护甲有点紧，一定是铁匠那个老头又偷工减料！","英雄只能通过同属性的南瓜进行升级，因此平均获取南瓜很重要。|英雄法术强度提升的话，就可以减少发动主动技所需的元素之力。|进化后的英雄技能等级就会延续哦。|若是队伍中有相同属性的英雄，会从左侧开始召唤哦。|升级，进化，进阶各有用处，请妥善利用哟。|针对副本中出现的敌人属性，搭配有利属性的装备与英雄吧！|如果把稀有英雄当作队长的话，关注你的冒险者就会变多哦！","等级提升的话，可关注的玩家数就会增加。最多可提升至50人。|使用推荐搜寻的话，就可以找到与你等级相近的玩家。|是否会被关注，取决于你的队长英雄。|多多增加相互关注的朋友吧。会有好事发生的哟。|虽说是酒馆，可是酒呢。","生命值的总量是由队伍全体的生命决定，防御力也是一样。|武器或防具，使用特定素材就可以进化。|装备也有属性，请在不同的副本使用不同属性的装备。|武器进化后的主动技技能等级也可以继承。|装备一整套的头盔与铠甲，就会有套装的防御力加成。|剑拥有击退效果，是基本的武器。|匕首是攻击次数最多的武器，会朝自己的周围8个方向攻击。|斧拥有一定机率击晕对手的技能。|弓可以近战攻击，技能则是远距离攻击，是很平衡的武器。|杖无法近战攻击，但发动技能时是全体攻击，是非常方便的武器。|你知道强化石这种稀有石头吗？可以一口气强化你的装备。|调整队伍英雄与装备特性，就可以提升你的战力。|打造的话，嘿嘿，不收取额外费用的哟！","主线任务中有大量符石奖励哦。|符石可使鬼推磨，拿到的话要好好珍惜。|每个商店都有独立出售的物品哦，想要的话就要去苦苦守候呢！|性子急的话就只能刷新商店了呢，会不会划算呢？|天梯点数是每日发放的，要记得去邮箱领取。"
"16","NMA00016","虽然说有些怪是很胆小，但如果你无视了他们，那你下场可能会很惨。|你有好好的进行防具的强化吗？避不开的攻击，只能用防具让伤害降到最低。|技能的用途是很重要的。打的火热也要冷静使用。|削肉断骨！可是我连肉都不想削。啊，赘肉的话OK。|防具的技能非常有帮助！忘了是谁说的来着。|我家的爷爷以前啊，对于不让首领生气就打倒他这事非常拿手。|感觉最近穿护甲有点紧，一定是铁匠那个老头又偷工减料！","英雄只能通过同属性的南瓜进行升级，因此平均获取南瓜很重要。|英雄法术强度提升的话，就可以减少发动主动技所需的元素之力。|进化后的英雄技能等级就会延续哦。|若是队伍中有相同属性的英雄，会从左侧开始召唤哦。|升级，进化，进阶各有用处，请妥善利用哟。|针对副本中出现的敌人属性，搭配有利属性的装备与英雄吧！|如果把稀有英雄当作队长的话，关注你的冒险者就会变多哦！","等级提升的话，可关注的玩家数就会增加。最多可提升至50人。|使用推荐搜寻的话，就可以找到与你等级相近的玩家。|是否会被关注，取决于你的队长英雄。|多多增加相互关注的朋友吧。会有好事发生的哟。|虽说是酒馆，可是酒呢。","生命值的总量是由队伍全体的生命决定，防御力也是一样。|武器或防具，使用特定素材就可以进化。|装备也有属性，请在不同的副本使用不同属性的装备。|武器进化后的主动技技能等级也可以继承。|装备一整套的头盔与铠甲，就会有套装的防御力加成。|剑拥有击退效果，是基本的武器。|匕首是攻击次数最多的武器，会朝自己的周围8个方向攻击。|斧拥有一定机率击晕对手的技能。|弓可以近战攻击，技能则是远距离攻击，是很平衡的武器。|杖无法近战攻击，但发动技能时是全体攻击，是非常方便的武器。|你知道强化石这种稀有石头吗？可以一口气强化你的装备。|调整队伍英雄与装备特性，就可以提升你的战力。|打造的话，嘿嘿，不收取额外费用的哟！","主线任务中有大量符石奖励哦。|符石可使鬼推磨，拿到的话要好好珍惜。|每个商店都有独立出售的物品哦，想要的话就要去苦苦守候呢！|性子急的话就只能刷新商店了呢，会不会划算呢？|天梯点数是每日发放的，要记得去邮箱领取。"
"17","SPA00001","听说南瓜是被负面的元素之力给唤醒的！|把南瓜们拿来强化英雄的话，英雄就会变得很威猛，就和我一样！|南瓜们的派对好像出现了！喂喂，你可以带我一起去吗？|南瓜们也有很多种哦。好像有人看过不同舞姿的南瓜哟。","英雄只能通过同属性的南瓜进行升级，因此平均获取南瓜很重要。|英雄法术强度提升的话，就可以减少发动主动技所需的元素之力。|进化后的英雄技能等级就会延续哦。|若是队伍中有相同属性的英雄，会从左侧开始召唤哦。|升级，进化，进阶各有用处，请妥善利用哟。|针对副本中出现的敌人属性，搭配有利属性的装备与英雄吧！|如果把稀有英雄当作队长的话，关注你的冒险者就会变多哦！","等级提升的话，可关注的玩家数就会增加。最多可提升至50人。|使用推荐搜寻的话，就可以找到与你等级相近的玩家。|是否会被关注，取决于你的队长英雄。|多多增加相互关注的朋友吧。会有好事发生的哟。|虽说是酒馆，可是酒呢。","",""
"18","SPA00002","听说南瓜是被负面的元素之力给唤醒的！|把南瓜们拿来强化英雄的话，英雄就会变得很威猛，就和我一样！|南瓜们的派对好像出现了！喂喂，你可以带我一起去吗？|南瓜们也有很多种哦。好像有人看过不同舞姿的南瓜哟。","英雄只能通过同属性的南瓜进行升级，因此平均获取南瓜很重要。|英雄法术强度提升的话，就可以减少发动主动技所需的元素之力。|进化后的英雄技能等级就会延续哦。|若是队伍中有相同属性的英雄，会从左侧开始召唤哦。|升级，进化，进阶各有用处，请妥善利用哟。|针对副本中出现的敌人属性，搭配有利属性的装备与英雄吧！|如果把稀有英雄当作队长的话，关注你的冒险者就会变多哦！","等级提升的话，可关注的玩家数就会增加。最多可提升至50人。|使用推荐搜寻的话，就可以找到与你等级相近的玩家。|是否会被关注，取决于你的队长英雄。|多多增加相互关注的朋友吧。会有好事发生的哟。|虽说是酒馆，可是酒呢。","",""
"19","SPA00003","听说南瓜是被负面的元素之力给唤醒的！|把南瓜们拿来强化英雄的话，英雄就会变得很威猛，就和我一样！|南瓜们的派对好像出现了！喂喂，你可以带我一起去吗？|南瓜们也有很多种哦。好像有人看过不同舞姿的南瓜哟。","英雄只能通过同属性的南瓜进行升级，因此平均获取南瓜很重要。|英雄法术强度提升的话，就可以减少发动主动技所需的元素之力。|进化后的英雄技能等级就会延续哦。|若是队伍中有相同属性的英雄，会从左侧开始召唤哦。|升级，进化，进阶各有用处，请妥善利用哟。|针对副本中出现的敌人属性，搭配有利属性的装备与英雄吧！|如果把稀有英雄当作队长的话，关注你的冒险者就会变多哦！","等级提升的话，可关注的玩家数就会增加。最多可提升至50人。|使用推荐搜寻的话，就可以找到与你等级相近的玩家。|是否会被关注，取决于你的队长英雄。|多多增加相互关注的朋友吧。会有好事发生的哟。|虽说是酒馆，可是酒呢。","",""
"20","SPA00004","听说南瓜是被负面的元素之力给唤醒的！|把南瓜们拿来强化英雄的话，英雄就会变得很威猛，就和我一样！|南瓜们的派对好像出现了！喂喂，你可以带我一起去吗？|南瓜们也有很多种哦。好像有人看过不同舞姿的南瓜哟。","英雄只能通过同属性的南瓜进行升级，因此平均获取南瓜很重要。|英雄法术强度提升的话，就可以减少发动主动技所需的元素之力。|进化后的英雄技能等级就会延续哦。|若是队伍中有相同属性的英雄，会从左侧开始召唤哦。|升级，进化，进阶各有用处，请妥善利用哟。|针对副本中出现的敌人属性，搭配有利属性的装备与英雄吧！|如果把稀有英雄当作队长的话，关注你的冒险者就会变多哦！","等级提升的话，可关注的玩家数就会增加。最多可提升至50人。|使用推荐搜寻的话，就可以找到与你等级相近的玩家。|是否会被关注，取决于你的队长英雄。|多多增加相互关注的朋友吧。会有好事发生的哟。|虽说是酒馆，可是酒呢。","",""
"21","LGA00001","三英战吕布，好像是另外一个世界发生的事情哎。|降临副本可以获得大量史诗英雄碎片哦。|吕布降临，不知道貂蝉在哪里呢？|吕布的力量无可比拟，他甚至可以破坏元素方块。|生气的温候冲锋起来真的受不了。|听说吕布不仅仅想要称霸中原呢。","英雄只能通过同属性的南瓜进行升级，因此平均获取南瓜很重要。|英雄法术强度提升的话，就可以减少发动主动技所需的元素之力。|进化后的英雄技能等级就会延续哦。|若是队伍中有相同属性的英雄，会从左侧开始召唤哦。|升级，进化，进阶各有用处，请妥善利用哟。|针对副本中出现的敌人属性，搭配有利属性的装备与英雄吧！|如果把稀有英雄当作队长的话，关注你的冒险者就会变多哦！","等级提升的话，可关注的玩家数就会增加。最多可提升至51人。|使用推荐搜寻的话，就可以找到与你等级相近的玩家。|是否会被关注，取决于你的队长英雄。|多多增加相互关注的朋友吧。会有好事发生的哟。|虽说是酒馆，可是酒呢。","",""
