"id","dungeon_id","probability","exp","door_x","player_x","player_y","boss_map","boss","boss_piece_drop_rate","boss_coin_drop_rate","boss_material_drop_rate","enemy_1","piece_drop_rate_1","coin_drop_rate_1","material_drop_rate_1","enemy_2","piece_drop_rate_2","coin_drop_rate_2","material_drop_rate_2","enemy_3","piece_drop_rate_3","coin_drop_rate_3","material_drop_rate_3","enemy_4","piece_drop_rate_4","coin_drop_rate_4","material_drop_rate_4","enemy_5","piece_drop_rate_5","coin_drop_rate_5","material_drop_rate_5","enemy_6","piece_drop_rate_6","coin_drop_rate_6","material_drop_rate_6","gimmick_id1","gimmick_id2","gimmick_id3","gimmick_id4","gimmick_id5","item_id1","item_id2","item_id3","item_id4","item_id5"
"ELM0054","ELD00012","1","7","3","3","1","1","EEN03129","0","15000","85000","EEN03096","0","20000","80000","EEN03097","0","100000","0","EEN03098","0","100000","0","EEN03099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0055","ELD00013","50000","2","3","3","1","0","","","","","EEN03101","0","20000","80000","EEN03102","0","100000","0","EEN03103","0","100000","0","EEN03104","0","100000","0","EEN03105","0","100000","0","","","","","NGM00089","NGM00089","NGM00024","","","ITM00001","","","",""
"ELM0057","ELD00013","50000","3","3","3","1","0","","","","","EEN03111","0","20000","80000","EEN03112","0","100000","0","EEN03113","0","100000","0","EEN03114","0","20000","80000","","","","","","","","","NGM00009","NGM00003","NGM00003","","","","","","",""
"ELM0059","ELD00013","1","7","3","3","1","1","EEN03130","40000","20000","40000","EEN03121","0","20000","80000","EEN03122","0","100000","0","EEN03123","0","100000","0","EEN03124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0060","ELD00014","50000","2","3","3","1","0","","","","","EEN04001","0","20000","80000","EEN04002","0","100000","0","EEN04003","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00001","NGM00005","","","ITM00001","","","",""
"ELM0062","ELD00014","50000","3","3","3","1","0","","","","","EEN04011","0","20000","80000","EEN04012","0","100000","0","EEN04013","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00012","NGM00012","","","","","","",""
"ELM0064","ELD00014","1","7","3","3","1","1","EEN04126","0","15000","85000","EEN04021","0","20000","80000","EEN04022","0","100000","0","EEN04023","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0065","ELD00015","50000","2","3","3","1","0","","","","","EEN04026","0","10000","90000","EEN04027","0","100000","0","EEN04028","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00007","NGM00001","","","ITM00001","","","",""
"ELM0067","ELD00015","50000","3","3","3","1","0","","","","","EEN04036","0","20000","80000","EEN04037","0","100000","0","EEN04038","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00012","NGM00006","","","","","","",""
"ELM0069","ELD00015","1","7","3","3","1","1","EEN04127","40000","20000","40000","EEN04046","0","20000","80000","EEN04047","0","100000","0","EEN04048","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0070","ELD00016","50000","2","3","3","1","0","","","","","EEN04051","0","20000","80000","EEN04052","0","100000","0","EEN04053","0","100000","0","EEN04054","0","20000","80000","EEN04055","0","100000","0","","","","","NGM00011","NGM00012","NGM00005","","","ITM00001","","","",""
"ELM0072","ELD00016","50000","3","3","3","1","0","","","","","EEN04061","0","20000","80000","EEN04062","0","100000","0","EEN04063","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00006","NGM00005","","","","","","",""
"ELM0074","ELD00016","1","7","3","3","1","1","EEN04128","0","15000","85000","EEN04071","0","10000","90000","EEN04072","0","100000","0","EEN04073","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0075","ELD00017","50000","2","3","3","1","0","","","","","EEN04076","0","20000","80000","EEN04077","0","100000","0","EEN04078","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00013","NGM00001","","","ITM00001","","","",""
"ELM0077","ELD00017","50000","3","3","3","1","0","","","","","EEN04086","0","20000","80000","EEN04087","0","100000","0","EEN04088","0","100000","0","EEN04089","0","100000","0","","","","","","","","","NGM00011","NGM00006","NGM00006","","","","","","",""
"ELM0079","ELD00017","1","7","3","3","1","1","EEN04129","40000","20000","40000","EEN04096","0","20000","80000","EEN04097","0","100000","0","EEN04098","0","100000","0","EEN04099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0080","ELD00018","50000","2","3","3","1","0","","","","","EEN04101","0","20000","80000","EEN04102","0","100000","0","EEN04103","0","100000","0","EEN04104","0","100000","0","","","","","","","","","NGM00011","NGM00001","NGM00001","","","ITM00001","","","",""
"ELM0082","ELD00018","50000","3","3","3","1","0","","","","","EEN04111","0","10000","90000","EEN04112","0","100000","0","EEN04113","0","100000","0","EEN04114","0","100000","0","","","","","","","","","NGM00011","NGM00080","NGM00005","","","","","","",""
"ELM0084","ELD00018","1","7","3","3","1","1","EEN04130","0","15000","85000","EEN04121","0","20000","80000","EEN04122","0","100000","0","EEN04123","0","100000","0","EEN04124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0085","ELD00019","50000","2","3","3","1","0","","","","","EEN05001","0","20000","80000","EEN05002","0","100000","0","EEN05003","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00011","","","","ITM00001","","","",""
"ELM0087","ELD00019","50000","3","3","3","1","0","","","","","EEN05011","0","20000","80000","EEN05012","0","100000","0","EEN05013","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00011","","","","","","","",""
"ELM0089","ELD00019","1","7","3","3","1","1","EEN05126","0","15000","85000","EEN05021","0","10000","90000","EEN05022","0","100000","0","EEN05023","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0090","ELD00020","50000","2","3","3","1","0","","","","","EEN05026","0","20000","80000","EEN05027","0","100000","0","EEN05028","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00011","","","","ITM00001","","","",""
"ELM0092","ELD00020","50000","3","3","3","1","0","","","","","EEN05036","0","20000","80000","EEN05037","0","100000","0","EEN05038","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00011","NGM00005","","","","","","",""
"ELM0094","ELD00020","1","7","3","3","1","1","EEN05127","40000","20000","40000","EEN05046","0","20000","80000","EEN05047","0","100000","0","EEN05048","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0095","ELD00021","50000","2","3","3","1","0","","","","","EEN05051","0","20000","80000","EEN05052","0","100000","0","EEN05053","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00006","","","","ITM00001","","","",""
"ELM0097","ELD00021","50000","3","3","3","1","0","","","","","EEN05061","0","20000","80000","EEN05062","0","100000","0","EEN05063","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00006","NGM00005","","","","","","",""
"ELM0099","ELD00021","1","7","3","3","1","1","EEN05128","0","15000","85000","EEN05071","0","20000","80000","EEN05072","0","100000","0","EEN05073","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0100","ELD00022","50000","2","3","3","1","0","","","","","EEN05076","0","10000","90000","EEN05077","0","100000","0","EEN05078","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00006","","","","ITM00001","","","",""
"ELM0102","ELD00022","50000","3","3","3","1","0","","","","","EEN05086","0","20000","80000","EEN05087","0","100000","0","EEN05088","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00006","NGM00005","","","","","","",""
"ELM0104","ELD00022","1","7","3","3","1","1","EEN05129","0","15000","85000","EEN05096","0","20000","80000","EEN05097","0","100000","0","EEN05098","0","100000","0","EEN05099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0105","ELD00023","50000","2","3","3","1","0","","","","","EEN05101","0","10000","90000","EEN05102","0","100000","0","EEN05103","0","100000","0","EEN05104","0","100000","0","","","","","","","","","NGM00013","NGM00011","NGM00005","","","ITM00001","","","",""
"ELM0107","ELD00023","50000","3","3","3","1","0","","","","","EEN05111","0","10000","90000","EEN05112","0","100000","0","EEN05113","0","100000","0","EEN05114","0","100000","0","","","","","","","","","NGM00011","NGM00080","NGM00005","","","","","","",""
"ELM0109","ELD00023","1","7","3","3","1","1","EEN05130","0","15000","85000","EEN05121","0","20000","80000","EEN05122","0","100000","0","EEN05123","0","100000","0","EEN05124","0","100000","0","","","","","","","","","","","","","","","","","",""
"ELM0110","ELD00024","50000","2","3","3","1","0","","","","","EEN06001","0","20000","80000","EEN06002","0","100000","0","EEN06003","0","100000","0","EEN06004","0","100000","0","","","","","","","","","NGM00011","NGM00001","NGM00002","","","ITM00001","","","",""
"ELM0112","ELD00024","50000","3","3","3","1","0","","","","","EEN06011","0","20000","80000","EEN06012","0","100000","0","EEN06013","0","100000","0","EEN06014","0","100000","0","","","","","","","","","NGM00011","NGM00005","NGM00004","","","","","","",""
"ELM0114","ELD00024","1","7","3","3","1","1","EEN06126","0","15000","85000","EEN06021","0","20000","80000","EEN06022","0","100000","0","EEN06023","0","100000","0","EEN06024","0","100000","0","EEN06025","0","100000","0","","","","","","","","","","","","","",""
"ELM0115","ELD00025","50000","2","3","3","1","0","","","","","EEN06026","0","30000","70000","EEN06027","0","100000","0","EEN06028","0","100000","0","EEN06029","0","100000","0","EEN06030","0","100000","0","","","","","NGM00032","NGM00001","NGM00002","","","ITM00001","","","",""
"ELM0117","ELD00025","50000","3","3","3","1","0","","","","","EEN06036","0","30000","70000","EEN06037","0","100000","0","EEN06038","0","100000","0","EEN06039","0","100000","0","EEN06040","0","100000","0","","","","","NGM00015","NGM00022","NGM00004","","","","","","",""
"ELM0119","ELD00025","1","7","3","3","1","1","EEN06127","0","15000","85000","EEN06046","0","30000","70000","EEN06047","0","100000","0","EEN06048","0","100000","0","EEN06049","0","100000","0","EEN06050","0","100000","0","","","","","","","","","","","","","",""
"ELM0120","ELD00026","50000","2","3","3","1","0","","","","","EEN06051","0","30000","70000","EEN06052","0","100000","0","EEN06053","0","100000","0","EEN06054","0","100000","0","EEN06055","0","100000","0","","","","","NGM00013","NGM00022","NGM00002","","","ITM00001","","","",""
"ELM0122","ELD00026","50000","3","3","3","1","0","","","","","EEN06061","0","30000","70000","EEN06062","0","100000","0","EEN06063","0","100000","0","EEN06064","0","100000","0","EEN06065","0","100000","0","","","","","NGM00011","NGM00032","NGM00004","","","","","","",""
"ELM0124","ELD00026","1","7","3","3","1","1","EEN06128","0","15000","85000","EEN06071","0","20000","80000","EEN06072","0","100000","0","EEN06073","0","100000","0","EEN06074","0","100000","0","EEN06075","0","100000","0","","","","","","","","","","","","","",""
"ELM0125","ELD00027","50000","2","3","3","1","0","","","","","EEN06076","0","30000","70000","EEN06077","0","100000","0","EEN06078","0","100000","0","EEN06079","0","100000","0","EEN06080","0","100000","0","","","","","NGM00012","NGM00032","NGM00002","","","ITM00001","","","",""
"ELM0127","ELD00027","50000","3","3","3","1","0","","","","","EEN06086","0","30000","70000","EEN06087","0","100000","0","EEN06088","0","100000","0","EEN06089","0","100000","0","EEN06090","0","100000","0","","","","","NGM00014","NGM00009","NGM00004","","","","","","",""
"ELM0129","ELD00027","1","7","3","3","1","1","EEN06129","40000","20000","40000","EEN06096","0","20000","80000","EEN06097","0","100000","0","EEN06098","0","100000","0","EEN06099","0","100000","0","EEN06100","0","100000","0","","","","","","","","","","","","","",""
"ELM0130","ELD00028","50000","2","3","3","1","0","","","","","EEN06101","0","30000","70000","EEN06102","0","100000","0","EEN06103","0","100000","0","EEN06104","0","100000","0","EEN06105","0","100000","0","","","","","NGM00012","NGM00032","NGM00002","","","ITM00001","","","",""
"ELM0132","ELD00028","50000","3","3","3","1","0","","","","","EEN06111","0","30000","70000","EEN06112","0","100000","0","EEN06113","0","100000","0","EEN06114","0","100000","0","EEN06115","0","100000","0","","","","","NGM00013","NGM00032","NGM00004","","","","","","",""
"ELM0134","ELD00028","1","7","3","3","1","1","EEN06130","0","15000","85000","EEN06121","0","20000","80000","EEN06122","0","100000","0","EEN06123","0","100000","0","EEN06124","0","100000","0","","","","","","","","","","","","","","","","","",""
"ELM0135","ELD00029","50000","2","3","3","1","0","","","","","EEN07001","0","20000","80000","EEN07002","0","100000","0","EEN07003","0","100000","0","EEN07004","0","100000","0","","","","","","","","","NGM00015","NGM00031","NGM00031","NGM00020","","ITM00001","","","",""
"ELM0137","ELD00029","50000","3","3","3","1","0","","","","","EEN07011","0","30000","70000","EEN07012","0","100000","0","EEN07013","0","100000","0","EEN07014","0","100000","0","","","","","","","","","NGM00014","NGM00007","NGM00032","","","","","","",""
"ELM0139","ELD00029","1","7","3","3","1","1","EEN07126","0","15000","85000","EEN07021","0","30000","70000","EEN07022","0","100000","0","EEN07023","0","100000","0","EEN07024","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0140","ELD00030","50000","2","3","3","1","0","","","","","EEN07026","0","30000","70000","EEN07027","0","100000","0","EEN07028","0","100000","0","EEN07029","0","100000","0","","","","","","","","","NGM00014","NGM00007","NGM00022","","","ITM00001","","","",""
"ELM0142","ELD00030","50000","3","3","3","1","0","","","","","EEN07036","0","30000","70000","EEN07037","0","100000","0","EEN07038","0","100000","0","EEN07039","0","20000","80000","","","","","","","","","NGM00015","NGM00031","NGM00031","NGM00031","NGM00014","","","","",""
"ELM0144","ELD00030","1","7","3","3","1","1","EEN07127","0","15000","85000","EEN07046","0","30000","70000","EEN07047","0","100000","0","EEN07048","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0145","ELD00031","50000","2","3","3","1","0","","","","","EEN07051","0","30000","70000","EEN07052","0","100000","0","EEN07053","0","100000","0","EEN07054","0","100000","0","","","","","","","","","NGM00013","NGM00090","NGM00022","","","ITM00001","","","",""
"ELM0147","ELD00031","50000","3","3","3","1","0","","","","","EEN07061","0","30000","70000","EEN07062","0","100000","0","EEN07063","0","100000","0","EEN07064","0","100000","0","","","","","","","","","NGM00031","NGM00031","NGM00031","NGM00031","","","","","",""
"ELM0149","ELD00031","1","7","3","3","1","1","EEN07128","0","15000","85000","EEN07071","0","30000","70000","EEN07072","0","100000","0","EEN07073","0","100000","0","EEN07074","0","20000","80000","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0150","ELD00032","50000","2","3","3","1","0","","","","","EEN07076","0","30000","70000","EEN07077","0","100000","0","EEN07078","0","100000","0","EEN07079","0","100000","0","","","","","","","","","NGM00012","NGM00031","NGM00031","NGM00032","","ITM00001","","","",""
"ELM0152","ELD00032","50000","3","3","3","1","0","","","","","EEN07086","0","30000","70000","EEN07087","0","100000","0","EEN07088","0","100000","0","EEN07089","0","100000","0","","","","","","","","","NGM00009","NGM00090","NGM00080","","","","","","",""
"ELM0154","ELD00032","1","7","3","3","1","1","EEN07129","40000","20000","40000","EEN07096","0","30000","70000","EEN07097","0","100000","0","EEN07098","0","100000","0","EEN07099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0155","ELD00033","50000","2","3","3","1","0","","","","","EEN07101","0","20000","80000","EEN07102","0","100000","0","EEN07103","0","100000","0","EEN07104","0","100000","0","","","","","","","","","NGM00015","NGM00022","NGM00022","","","ITM00001","","","",""
"ELM0157","ELD00033","50000","3","3","3","1","0","","","","","EEN07111","0","30000","70000","EEN07112","0","100000","0","EEN07113","0","100000","0","EEN07114","0","100000","0","","","","","","","","","NGM00017","NGM00031","NGM00031","NGM00031","","","","","",""
"ELM0159","ELD00033","1","7","3","3","1","1","EEN07130","40000","20000","40000","EEN07121","0","30000","70000","EEN07122","0","100000","0","EEN07123","0","100000","0","EEN07124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0160","ELD00034","50000","2","3","3","1","0","","","","","EEN08001","0","30000","70000","EEN08002","0","100000","0","EEN08003","0","100000","0","EEN08004","0","100000","0","","","","","","","","","NGM00016","NGM00014","NGM00032","NGM00025","","ITM00001","","","",""
"ELM0162","ELD00034","50000","3","3","3","1","0","","","","","EEN08011","0","30000","70000","EEN08012","0","100000","0","EEN08013","0","100000","0","EEN08014","0","100000","0","","","","","","","","","NGM00018","NGM00001","NGM00091","","","","","","",""
"ELM0164","ELD00034","1","7","3","3","1","1","EEN08126","0","15000","85000","EEN08021","0","30000","70000","EEN08022","0","100000","0","EEN08023","0","100000","0","EEN08024","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0165","ELD00035","50000","2","3","3","1","0","","","","","EEN08026","0","30000","70000","EEN08027","0","100000","0","EEN08028","0","100000","0","EEN08029","0","100000","0","","","","","","","","","NGM00001","NGM00001","NGM00001","NGM00025","NGM00026","ITM00001","","","",""
"ELM0167","ELD00035","50000","3","3","3","1","0","","","","","EEN08036","0","20000","80000","EEN08037","0","100000","0","EEN08038","0","100000","0","EEN08039","0","100000","0","","","","","","","","","NGM00018","NGM00020","NGM00091","","","","","","",""
"ELM0169","ELD00035","1","7","3","3","1","1","EEN08127","0","15000","85000","EEN08046","0","30000","70000","EEN08047","0","100000","0","EEN08048","0","100000","0","EEN08049","0","100000","0","EEN08050","0","100000","0","","","","","","","","","","ITM00001","","","",""
"ELM0170","ELD00036","50000","2","3","3","1","0","","","","","EEN08051","0","20000","80000","EEN08052","0","100000","0","EEN08053","0","100000","0","","","","","","","","","","","","","NGM00026","NGM00001","NGM00001","NGM00025","NGM00026","ITM00001","","","",""
"ELM0172","ELD00036","50000","3","3","3","1","0","","","","","EEN08061","0","30000","70000","EEN08062","0","100000","0","EEN08063","0","100000","0","EEN08064","0","100000","0","","","","","","","","","NGM00007","NGM00004","NGM00089","NGM00080","","","","","",""
"ELM0174","ELD00036","1","7","3","3","1","1","EEN08128","0","15000","85000","EEN08071","0","20000","80000","EEN08072","0","100000","0","EEN08073","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0175","ELD00037","50000","2","3","3","1","0","","","","","EEN08076","0","20000","80000","EEN08077","0","100000","0","EEN08078","0","100000","0","","","","","","","","","","","","","NGM00016","NGM00004","NGM00001","NGM00025","","ITM00001","","","",""
"ELM0177","ELD00037","50000","3","3","3","1","0","","","","","EEN08086","0","30000","70000","EEN08087","0","100000","0","EEN08088","0","100000","0","EEN08089","0","20000","80000","","","","","","","","","NGM00001","NGM00091","NGM00001","NGM00025","NGM00026","","","","",""
"ELM0179","ELD00037","1","7","3","3","1","1","EEN08129","40000","20000","40000","EEN08096","0","30000","70000","EEN08097","0","100000","0","EEN08098","0","100000","0","EEN08099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0180","ELD00038","50000","2","3","3","1","0","","","","","EEN08101","0","30000","70000","EEN08102","0","100000","0","EEN08103","0","100000","0","EEN08104","0","100000","0","","","","","","","","","NGM00007","NGM00004","NGM00089","NGM00025","NGM00080","","","","",""
"ELM0182","ELD00038","50000","3","3","3","1","0","","","","","EEN08111","0","30000","70000","EEN08112","0","100000","0","EEN08113","0","100000","0","EEN08114","0","100000","0","","","","","","","","","NGM00013","NGM00032","NGM00001","NGM00025","NGM00026","","","","",""
"ELM0184","ELD00038","1","7","3","3","1","1","EEN08130","40000","20000","40000","EEN08121","0","30000","70000","EEN08122","0","100000","0","EEN08123","0","100000","0","EEN08124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0185","ELD00039","50000","2","3","3","1","0","","","","","EEN09001","0","30000","70000","EEN09002","0","100000","0","EEN09003","0","100000","0","EEN09004","0","100000","0","","","","","","","","","NGM00017","NGM00018","NGM00025","","","ITM00001","","","",""
"ELM0187","ELD00039","50000","3","3","3","1","0","","","","","EEN09011","0","20000","80000","EEN09012","0","100000","0","EEN09013","0","100000","0","EEN09014","0","100000","0","","","","","","","","","NGM00016","","","","","","","","",""
"ELM0189","ELD00039","1","7","3","3","1","1","EEN09126","0","15000","85000","EEN09021","0","30000","70000","EEN09022","0","100000","0","EEN09023","0","100000","0","EEN09024","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0190","ELD00040","50000","2","3","3","1","0","","","","","EEN09026","0","30000","70000","EEN09027","0","100000","0","EEN09028","0","100000","0","EEN09029","0","100000","0","","","","","","","","","NGM00017","NGM00019","","","","ITM00001","","","",""
"ELM0192","ELD00040","50000","3","3","3","1","0","","","","","EEN09036","0","20000","80000","EEN09037","0","100000","0","EEN09038","0","100000","0","EEN09039","0","100000","0","","","","","","","","","NGM00016","NGM00026","NGM00026","","","","","","",""
"ELM0194","ELD00040","1","7","3","3","1","1","EEN09127","0","15000","85000","EEN09046","0","20000","80000","EEN09047","0","100000","0","EEN09048","0","100000","0","EEN09049","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0195","ELD00041","50000","2","3","3","1","0","","","","","EEN09051","0","20000","80000","EEN09052","0","100000","0","EEN09053","0","20000","80000","EEN09054","0","100000","0","","","","","","","","","NGM00017","NGM00020","NGM00019","","","ITM00001","","","",""
"ELM0197","ELD00041","50000","3","3","3","1","0","","","","","EEN09061","0","30000","70000","EEN09062","0","100000","0","EEN09063","0","100000","0","EEN09064","0","100000","0","","","","","","","","","NGM00008","NGM00026","NGM00025","","","","","","",""
