"id","dungeon_id","probability","exp","door_x","player_x","player_y","boss_map","boss","boss_piece_drop_rate","boss_coin_drop_rate","boss_material_drop_rate","enemy_1","piece_drop_rate_1","coin_drop_rate_1","material_drop_rate_1","enemy_2","piece_drop_rate_2","coin_drop_rate_2","material_drop_rate_2","enemy_3","piece_drop_rate_3","coin_drop_rate_3","material_drop_rate_3","enemy_4","piece_drop_rate_4","coin_drop_rate_4","material_drop_rate_4","enemy_5","piece_drop_rate_5","coin_drop_rate_5","material_drop_rate_5","enemy_6","piece_drop_rate_6","coin_drop_rate_6","material_drop_rate_6","gimmick_id1","gimmick_id2","gimmick_id3","gimmick_id4","gimmick_id5","item_id1","item_id2","item_id3","item_id4","item_id5"
"LGM00014","LGD00002","15000","5","3","3","1","0","","","","","LGN02021","0","100000","0","LGN02022","0","100000","0","LGN02023","0","100000","0","LGN02024","0","100000","0","LGN02025","0","100000","0","","","","","","","","","","","","","",""
"LGM00015","LGD00002","15000","5","3","3","1","0","","","","","LGN02026","0","100000","0","LGN02027","0","100000","0","LGN02028","0","100000","0","LGN02029","0","100000","0","LGN02030","0","100000","0","","","","","","","","","","","","","",""
"LGM00016","LGD00002","10000","5","3","3","1","0","","","","","LGN02031","0","100000","0","LGN02032","0","100000","0","LGN02033","0","100000","0","LGN02034","0","100000","0","LGN02035","0","100000","0","","","","","","","","","","","","","",""
"LGM00017","LGD00002","50000","10","3","3","1","1","LGN02051","100000","0","0","LGN02036","0","100000","0","LGN02037","0","100000","0","LGN02038","0","100000","0","LGN02039","0","100000","0","LGN02040","0","100000","0","","","","","","","","","","","","","",""
"LGM00018","LGD00002","50000","10","3","3","1","1","LGN02052","100000","0","0","LGN02041","0","100000","0","LGN02042","0","100000","0","LGN02043","0","100000","0","LGN02044","0","100000","0","LGN02045","0","100000","0","","","","","","","","","","ITM00001","","","",""
"LGM00019","LGD00003","15000","6","3","3","1","0","","","","","LGN03001","100000","0","0","LGN03002","0","100000","0","LGN03003","0","100000","0","LGN03004","0","100000","0","LGN03005","0","100000","0","","","","","","","","","","","","","",""
"LGM00020","LGD00003","15000","6","3","3","1","0","","","","","LGN03006","100000","0","0","LGN03007","0","100000","0","LGN03008","0","100000","0","LGN03009","0","100000","0","LGN03010","0","100000","0","","","","","","","","","","","","","",""
"LGM00021","LGD00003","15000","6","3","3","1","0","","","","","LGN03011","100000","0","0","LGN03012","0","100000","0","LGN03013","0","100000","0","LGN03014","0","100000","0","LGN03015","0","100000","0","","","","","","","","","","ITM00001","","","",""
"LGM00022","LGD00003","15000","6","3","3","1","0","","","","","LGN03016","100000","0","0","LGN03017","0","100000","0","LGN03018","0","100000","0","LGN03019","0","100000","0","LGN03020","0","100000","0","","","","","","","","","","","","","",""
"LGM00023","LGD00003","15000","6","3","3","1","0","","","","","LGN03021","0","100000","0","LGN03022","0","100000","0","LGN03023","0","100000","0","LGN03024","0","100000","0","LGN03025","0","100000","0","","","","","","","","","","","","","",""
"LGM00024","LGD00003","15000","6","3","3","1","0","","","","","LGN03026","0","100000","0","LGN03027","0","100000","0","LGN03028","0","100000","0","LGN03029","0","100000","0","LGN03030","0","100000","0","","","","","","","","","","","","","",""
"LGM00025","LGD00003","10000","6","3","3","1","0","","","","","LGN03031","0","100000","0","LGN03032","0","100000","0","LGN03033","0","100000","0","LGN03034","0","100000","0","LGN03035","0","100000","0","","","","","","","","","","","","","",""
"LGM00026","LGD00003","50000","16","3","3","1","1","LGN03051","100000","0","0","LGN03036","0","100000","0","LGN03037","0","100000","0","LGN03038","0","100000","0","LGN03039","0","100000","0","LGN03040","0","100000","0","","","","","","","","","","","","","",""
"LGM00027","LGD00003","50000","16","3","3","1","1","LGN03052","100000","0","0","LGN03041","0","100000","0","LGN03042","0","100000","0","LGN03043","0","100000","0","LGN03044","0","100000","0","LGN03045","0","100000","0","","","","","","","","","","ITM00001","","","",""
"LGM00028","LGD00004","15000","8","3","3","1","0","","","","","LGN04001","100000","0","0","LGN04002","0","100000","0","LGN04003","0","100000","0","LGN04004","0","100000","0","LGN04005","0","100000","0","","","","","","","","","","","","","",""
"LGM00029","LGD00004","15000","8","3","3","1","0","","","","","LGN04006","100000","0","0","LGN04007","0","100000","0","LGN04008","0","100000","0","LGN04009","0","100000","0","LGN04010","0","100000","0","","","","","","","","","","","","","",""
"LGM00030","LGD00004","15000","8","3","3","1","0","","","","","LGN04011","100000","0","0","LGN04012","0","100000","0","LGN04013","0","100000","0","LGN04014","0","100000","0","LGN04015","0","100000","0","","","","","","","","","","ITM00001","","","",""
"LGM00031","LGD00004","15000","8","3","3","1","0","","","","","LGN04016","100000","0","0","LGN04017","0","100000","0","LGN04018","0","100000","0","LGN04019","0","100000","0","LGN04020","0","100000","0","","","","","","","","","","","","","",""
"LGM00032","LGD00004","15000","8","3","3","1","0","","","","","LGN04021","0","100000","0","LGN04022","0","100000","0","LGN04023","0","100000","0","LGN04024","0","100000","0","LGN04025","0","100000","0","","","","","","","","","","","","","",""
"LGM00033","LGD00004","15000","8","3","3","1","0","","","","","LGN04026","0","100000","0","LGN04027","0","100000","0","LGN04028","0","100000","0","LGN04029","0","100000","0","LGN04030","0","100000","0","","","","","","","","","","","","","",""
"LGM00034","LGD00004","10000","8","3","3","1","0","","","","","LGN04031","0","100000","0","LGN04032","0","100000","0","LGN04033","0","100000","0","LGN04034","0","100000","0","LGN04035","0","100000","0","","","","","","","","","","","","","",""
"LGM00035","LGD00004","50000","18","3","3","1","1","LGN04051","100000","0","0","LGN04036","0","100000","0","LGN04037","0","100000","0","LGN04038","0","100000","0","LGN04039","0","100000","0","LGN04040","0","100000","0","","","","","","","","","","","","","",""
"LGM00036","LGD00004","50000","18","3","3","1","1","LGN04052","100000","0","0","LGN04041","0","100000","0","LGN04042","0","100000","0","LGN04043","0","100000","0","LGN04044","0","100000","0","LGN04045","0","100000","0","","","","","","","","","","ITM00001","","","",""
