"id","dungeon_id","probability","exp","door_x","player_x","player_y","boss_map","boss","boss_piece_drop_rate","boss_coin_drop_rate","boss_material_drop_rate","enemy_1","piece_drop_rate_1","coin_drop_rate_1","material_drop_rate_1","enemy_2","piece_drop_rate_2","coin_drop_rate_2","material_drop_rate_2","enemy_3","piece_drop_rate_3","coin_drop_rate_3","material_drop_rate_3","enemy_4","piece_drop_rate_4","coin_drop_rate_4","material_drop_rate_4","enemy_5","piece_drop_rate_5","coin_drop_rate_5","material_drop_rate_5","enemy_6","piece_drop_rate_6","coin_drop_rate_6","material_drop_rate_6","gimmick_id1","gimmick_id2","gimmick_id3","gimmick_id4","gimmick_id5","item_id1","item_id2","item_id3","item_id4","item_id5"
"NMM0059","NMD00013","1","6","3","3","1","1","NEN03130","0","50000","50000","NEN03121","0","20000","80000","NEN03122","0","100000","0","NEN03123","0","100000","0","NEN03124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0060","NMD00014","50000","1","3","3","1","0","","","","","NEN04001","0","10000","90000","NEN04002","0","100000","0","NEN04003","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00001","NGM00005","","","ITM00001","","","",""
"NMM0062","NMD00014","50000","2","3","3","1","0","","","","","NEN04011","0","10000","90000","NEN04012","0","100000","0","NEN04013","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00012","NGM00012","","","","","","",""
"NMM0064","NMD00014","1","6","3","3","1","1","NEN04126","0","50000","50000","NEN04021","0","10000","90000","NEN04022","0","100000","0","NEN04023","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0065","NMD00015","50000","1","3","3","1","0","","","","","NEN04026","0","10000","90000","NEN04027","0","100000","0","NEN04028","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00007","NGM00001","","","ITM00001","","","",""
"NMM0067","NMD00015","50000","2","3","3","1","0","","","","","NEN04036","0","10000","90000","NEN04037","0","100000","0","NEN04038","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00012","NGM00006","","","","","","",""
"NMM0069","NMD00015","1","6","3","3","1","1","NEN04127","0","50000","50000","NEN04046","0","10000","90000","NEN04047","0","100000","0","NEN04048","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0070","NMD00016","50000","1","3","3","1","0","","","","","NEN04051","0","20000","80000","NEN04052","0","100000","0","NEN04053","0","100000","0","NEN04054","0","20000","80000","NEN04055","0","100000","0","","","","","NGM00011","NGM00012","NGM00005","","","ITM00001","","","",""
"NMM0072","NMD00016","50000","2","3","3","1","0","","","","","NEN04061","0","20000","80000","NEN04062","0","100000","0","NEN04063","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00006","NGM00005","","","","","","",""
"NMM0074","NMD00016","1","6","3","3","1","1","NEN04128","0","50000","50000","NEN04071","0","10000","90000","NEN04072","0","100000","0","NEN04073","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0075","NMD00017","50000","1","3","3","1","0","","","","","NEN04076","0","20000","80000","NEN04077","0","100000","0","NEN04078","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00013","NGM00001","","","ITM00001","","","",""
"NMM0077","NMD00017","50000","2","3","3","1","0","","","","","NEN04086","0","10000","90000","NEN04087","0","100000","0","NEN04088","0","100000","0","NEN04089","0","100000","0","","","","","","","","","NGM00011","NGM00006","NGM00006","","","","","","",""
"NMM0079","NMD00017","1","6","3","3","1","1","NEN04129","0","50000","50000","NEN04096","0","20000","80000","NEN04097","0","100000","0","NEN04098","0","100000","0","NEN04099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0080","NMD00018","50000","1","3","3","1","0","","","","","NEN04101","0","20000","80000","NEN04102","0","100000","0","NEN04103","0","100000","0","NEN04104","0","100000","0","","","","","","","","","NGM00011","NGM00001","NGM00001","","","ITM00001","","","",""
"NMM0082","NMD00018","50000","2","3","3","1","0","","","","","NEN04111","0","20000","80000","NEN04112","0","100000","0","NEN04113","0","100000","0","NEN04114","0","100000","0","","","","","","","","","NGM00011","NGM00080","NGM00005","","","","","","",""
"NMM0084","NMD00018","1","6","3","3","1","1","NEN04130","0","50000","50000","NEN04121","0","20000","80000","NEN04122","0","100000","0","NEN04123","0","100000","0","NEN04124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0085","NMD00019","50000","1","3","3","1","0","","","","","NEN05001","0","10000","90000","NEN05002","0","100000","0","NEN05003","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00011","","","","ITM00001","","","",""
"NMM0087","NMD00019","50000","2","3","3","1","0","","","","","NEN05011","0","10000","90000","NEN05012","0","100000","0","NEN05013","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00011","","","","","","","",""
"NMM0089","NMD00019","1","6","3","3","1","1","NEN05126","0","50000","50000","NEN05021","0","10000","90000","NEN05022","0","100000","0","NEN05023","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0090","NMD00020","50000","1","3","3","1","0","","","","","NEN05026","0","10000","90000","NEN05027","0","100000","0","NEN05028","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00011","","","","ITM00001","","","",""
"NMM0092","NMD00020","50000","2","3","3","1","0","","","","","NEN05036","0","10000","90000","NEN05037","0","100000","0","NEN05038","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00011","NGM00005","","","","","","",""
"NMM0094","NMD00020","1","6","3","3","1","1","NEN05127","0","50000","50000","NEN05046","0","10000","90000","NEN05047","0","100000","0","NEN05048","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0095","NMD00021","50000","1","3","3","1","0","","","","","NEN05051","0","10000","90000","NEN05052","0","100000","0","NEN05053","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00006","","","","ITM00001","","","",""
"NMM0097","NMD00021","50000","2","3","3","1","0","","","","","NEN05061","0","10000","90000","NEN05062","0","100000","0","NEN05063","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00006","NGM00005","","","","","","",""
"NMM0099","NMD00021","1","6","3","3","1","1","NEN05128","0","50000","50000","NEN05071","0","10000","90000","NEN05072","0","100000","0","NEN05073","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0100","NMD00022","50000","1","3","3","1","0","","","","","NEN05076","0","10000","90000","NEN05077","0","100000","0","NEN05078","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00006","","","","ITM00001","","","",""
"NMM0102","NMD00022","50000","2","3","3","1","0","","","","","NEN05086","0","10000","90000","NEN05087","0","100000","0","NEN05088","0","100000","0","","","","","","","","","","","","","NGM00011","NGM00006","NGM00005","","","","","","",""
"NMM0104","NMD00022","1","6","3","3","1","1","NEN05129","0","50000","50000","NEN05096","0","10000","90000","NEN05097","0","100000","0","NEN05098","0","100000","0","NEN05099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0105","NMD00023","50000","1","3","3","1","0","","","","","NEN05101","0","10000","90000","NEN05102","0","100000","0","NEN05103","0","100000","0","NEN05104","0","100000","0","","","","","","","","","NGM00013","NGM00011","NGM00005","","","ITM00001","","","",""
"NMM0107","NMD00023","50000","2","3","3","1","0","","","","","NEN05111","0","10000","90000","NEN05112","0","100000","0","NEN05113","0","100000","0","NEN05114","0","100000","0","","","","","","","","","NGM00011","NGM00080","NGM00005","","","","","","",""
"NMM0109","NMD00023","1","6","3","3","1","1","NEN05130","0","50000","50000","NEN05121","0","10000","90000","NEN05122","0","100000","0","NEN05123","0","100000","0","NEN05124","0","100000","0","","","","","","","","","","","","","","","","","",""
"NMM0110","NMD00024","50000","1","3","3","1","0","","","","","NEN06001","0","30000","70000","NEN06002","0","100000","0","NEN06003","0","100000","0","NEN06004","0","100000","0","","","","","","","","","NGM00011","NGM00001","NGM00002","","","ITM00001","","","",""
"NMM0112","NMD00024","50000","2","3","3","1","0","","","","","NEN06011","0","40000","60000","NEN06012","0","100000","0","NEN06013","0","100000","0","NEN06014","0","100000","0","","","","","","","","","NGM00011","NGM00005","NGM00004","","","","","","",""
"NMM0114","NMD00024","1","6","3","3","1","1","NEN06126","0","50000","50000","NEN06021","0","40000","60000","NEN06022","0","100000","0","NEN06023","0","100000","0","NEN06024","0","100000","0","NEN06025","0","100000","0","","","","","","","","","","","","","",""
"NMM0115","NMD00025","50000","1","3","3","1","0","","","","","NEN06026","0","40000","60000","NEN06027","0","100000","0","NEN06028","0","100000","0","NEN06029","0","100000","0","NEN06030","0","100000","0","","","","","NGM00032","NGM00001","NGM00002","","","ITM00001","","","",""
"NMM0117","NMD00025","50000","2","3","3","1","0","","","","","NEN06036","0","40000","60000","NEN06037","0","100000","0","NEN06038","0","100000","0","NEN06039","0","100000","0","NEN06040","0","100000","0","","","","","NGM00015","NGM00022","NGM00004","","","","","","",""
"NMM0119","NMD00025","1","6","3","3","1","1","NEN06127","0","50000","50000","NEN06046","0","30000","70000","NEN06047","0","100000","0","NEN06048","0","100000","0","NEN06049","0","100000","0","NEN06050","0","100000","0","","","","","","","","","","","","","",""
"NMM0120","NMD00026","50000","1","3","3","1","0","","","","","NEN06051","0","40000","60000","NEN06052","0","100000","0","NEN06053","0","100000","0","NEN06054","0","100000","0","NEN06055","0","100000","0","","","","","NGM00013","NGM00022","NGM00002","","","ITM00001","","","",""
"NMM0122","NMD00026","50000","2","3","3","1","0","","","","","NEN06061","0","40000","60000","NEN06062","0","100000","0","NEN06063","0","100000","0","NEN06064","0","100000","0","NEN06065","0","100000","0","","","","","NGM00011","NGM00032","NGM00004","","","","","","",""
"NMM0124","NMD00026","1","6","3","3","1","1","NEN06128","0","50000","50000","NEN06071","0","40000","60000","NEN06072","0","100000","0","NEN06073","0","100000","0","NEN06074","0","100000","0","NEN06075","0","100000","0","","","","","","","","","","","","","",""
"NMM0125","NMD00027","50000","1","3","3","1","0","","","","","NEN06076","0","40000","60000","NEN06077","0","100000","0","NEN06078","0","100000","0","NEN06079","0","100000","0","NEN06080","0","100000","0","","","","","NGM00012","NGM00032","NGM00002","","","ITM00001","","","",""
"NMM0127","NMD00027","50000","2","3","3","1","0","","","","","NEN06086","0","30000","70000","NEN06087","0","100000","0","NEN06088","0","100000","0","NEN06089","0","100000","0","NEN06090","0","100000","0","","","","","NGM00014","NGM00009","NGM00004","","","","","","",""
"NMM0129","NMD00027","1","6","3","3","1","1","NEN06129","0","50000","50000","NEN06096","0","40000","60000","NEN06097","0","100000","0","NEN06098","0","100000","0","NEN06099","0","100000","0","NEN06100","0","100000","0","","","","","","","","","","","","","",""
"NMM0130","NMD00028","50000","1","3","3","1","0","","","","","NEN06101","0","40000","60000","NEN06102","0","100000","0","NEN06103","0","100000","0","NEN06104","0","100000","0","NEN06105","0","100000","0","","","","","NGM00012","NGM00032","NGM00002","","","ITM00001","","","",""
"NMM0132","NMD00028","50000","2","3","3","1","0","","","","","NEN06111","0","40000","60000","NEN06112","0","100000","0","NEN06113","0","100000","0","NEN06114","0","100000","0","NEN06115","0","100000","0","","","","","NGM00013","NGM00032","NGM00004","","","","","","",""
"NMM0134","NMD00028","1","6","3","3","1","1","NEN06130","0","50000","50000","NEN06121","0","40000","60000","NEN06122","0","100000","0","NEN06123","0","100000","0","NEN06124","0","100000","0","","","","","","","","","","","","","","","","","",""
"NMM0135","NMD00029","50000","1","3","3","1","0","","","","","NEN07001","0","50000","50000","NEN07002","0","100000","0","NEN07003","0","100000","0","NEN07004","0","100000","0","","","","","","","","","NGM00015","NGM00031","NGM00031","NGM00020","","ITM00001","","","",""
"NMM0137","NMD00029","50000","2","3","3","1","0","","","","","NEN07011","0","40000","60000","NEN07012","0","100000","0","NEN07013","0","100000","0","NEN07014","0","100000","0","","","","","","","","","NGM00014","NGM00007","NGM00032","","","","","","",""
"NMM0139","NMD00029","1","6","3","3","1","1","NEN07126","0","50000","50000","NEN07021","0","40000","60000","NEN07022","0","100000","0","NEN07023","0","100000","0","NEN07024","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0140","NMD00030","50000","1","3","3","1","0","","","","","NEN07026","0","50000","50000","NEN07027","0","100000","0","NEN07028","0","100000","0","NEN07029","0","100000","0","","","","","","","","","NGM00014","NGM00007","NGM00022","","","ITM00001","","","",""
"NMM0142","NMD00030","50000","2","3","3","1","0","","","","","NEN07036","0","50000","50000","NEN07037","0","100000","0","NEN07038","0","100000","0","NEN07039","0","20000","80000","","","","","","","","","NGM00015","NGM00031","NGM00031","NGM00031","NGM00014","","","","",""
"NMM0144","NMD00030","1","6","3","3","1","1","NEN07127","0","50000","50000","NEN07046","0","50000","50000","NEN07047","0","100000","0","NEN07048","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0145","NMD00031","50000","1","3","3","1","0","","","","","NEN07051","0","50000","50000","NEN07052","0","100000","0","NEN07053","0","100000","0","NEN07054","0","100000","0","","","","","","","","","NGM00013","NGM00068","NGM00022","","","ITM00001","","","",""
"NMM0147","NMD00031","50000","2","3","3","1","0","","","","","NEN07061","0","50000","50000","NEN07062","0","100000","0","NEN07063","0","100000","0","NEN07064","0","100000","0","","","","","","","","","NGM00031","NGM00031","NGM00031","NGM00031","","","","","",""
"NMM0149","NMD00031","1","6","3","3","1","1","NEN07128","0","50000","50000","NEN07071","0","50000","50000","NEN07072","0","100000","0","NEN07073","0","100000","0","NEN07074","0","20000","80000","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0150","NMD00032","50000","1","3","3","1","0","","","","","NEN07076","0","50000","50000","NEN07077","0","100000","0","NEN07078","0","100000","0","NEN07079","0","100000","0","","","","","","","","","NGM00012","NGM00031","NGM00031","NGM00032","","ITM00001","","","",""
"NMM0152","NMD00032","50000","2","3","3","1","0","","","","","NEN07086","0","50000","50000","NEN07087","0","100000","0","NEN07088","0","100000","0","NEN07089","0","100000","0","","","","","","","","","NGM00009","NGM00068","NGM00080","","","","","","",""
"NMM0154","NMD00032","1","6","3","3","1","1","NEN07129","0","50000","50000","NEN07096","0","50000","50000","NEN07097","0","100000","0","NEN07098","0","100000","0","NEN07099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0155","NMD00033","50000","1","3","3","1","0","","","","","NEN07101","0","50000","50000","NEN07102","0","100000","0","NEN07103","0","100000","0","NEN07104","0","100000","0","","","","","","","","","NGM00015","NGM00022","NGM00022","","","ITM00001","","","",""
"NMM0157","NMD00033","50000","2","3","3","1","0","","","","","NEN07111","0","50000","50000","NEN07112","0","100000","0","NEN07113","0","100000","0","NEN07114","0","100000","0","","","","","","","","","NGM00017","NGM00031","NGM00031","NGM00031","","","","","",""
"NMM0159","NMD00033","1","6","3","3","1","1","NEN07130","0","50000","50000","NEN07121","0","40000","60000","NEN07122","0","100000","0","NEN07123","0","100000","0","NEN07124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0160","NMD00034","50000","1","3","3","1","0","","","","","NEN08001","0","30000","70000","NEN08002","0","100000","0","NEN08003","0","100000","0","NEN08004","0","100000","0","","","","","","","","","NGM00016","NGM00014","NGM00032","NGM00025","","ITM00001","","","",""
"NMM0162","NMD00034","50000","2","3","3","1","0","","","","","NEN08011","0","40000","60000","NEN08012","0","100000","0","NEN08013","0","100000","0","NEN08014","0","100000","0","","","","","","","","","NGM00018","NGM00001","NGM00071","","","","","","",""
"NMM0164","NMD00034","1","6","3","3","1","1","NEN08126","0","50000","50000","NEN08021","0","40000","60000","NEN08022","0","100000","0","NEN08023","0","100000","0","NEN08024","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0165","NMD00035","50000","1","3","3","1","0","","","","","NEN08026","0","40000","60000","NEN08027","0","100000","0","NEN08028","0","100000","0","NEN08029","0","100000","0","","","","","","","","","NGM00001","NGM00001","NGM00001","NGM00025","NGM00026","ITM00001","","","",""
"NMM0167","NMD00035","50000","2","3","3","1","0","","","","","NEN08036","0","40000","60000","NEN08037","0","100000","0","NEN08038","0","100000","0","NEN08039","0","100000","0","","","","","","","","","NGM00018","NGM00020","NGM00071","","","","","","",""
"NMM0169","NMD00035","1","6","3","3","1","1","NEN08127","0","50000","50000","NEN08046","0","50000","50000","NEN08047","0","100000","0","NEN08048","0","100000","0","NEN08049","0","100000","0","NEN08050","0","100000","0","","","","","","","","","","ITM00001","","","",""
"NMM0170","NMD00036","50000","1","3","3","1","0","","","","","NEN08051","0","50000","50000","NEN08052","0","100000","0","NEN08053","0","100000","0","","","","","","","","","","","","","NGM00026","NGM00001","NGM00001","NGM00025","NGM00026","ITM00001","","","",""
"NMM0172","NMD00036","50000","2","3","3","1","0","","","","","NEN08061","0","50000","50000","NEN08062","0","100000","0","NEN08063","0","100000","0","NEN08064","0","100000","0","","","","","","","","","NGM00007","NGM00004","NGM00029","NGM00080","","","","","",""
"NMM0174","NMD00036","1","6","3","3","1","1","NEN08128","0","50000","50000","NEN08071","0","50000","50000","NEN08072","0","100000","0","NEN08073","0","100000","0","","","","","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0175","NMD00037","50000","1","3","3","1","0","","","","","NEN08076","0","50000","50000","NEN08077","0","100000","0","NEN08078","0","100000","0","","","","","","","","","","","","","NGM00016","NGM00004","NGM00001","NGM00025","","ITM00001","","","",""
"NMM0177","NMD00037","50000","2","3","3","1","0","","","","","NEN08086","0","40000","60000","NEN08087","0","100000","0","NEN08088","0","100000","0","NEN08089","0","20000","80000","","","","","","","","","NGM00001","NGM00071","NGM00001","NGM00025","NGM00026","","","","",""
"NMM0179","NMD00037","1","6","3","3","1","1","NEN08129","0","50000","50000","NEN08096","0","50000","50000","NEN08097","0","100000","0","NEN08098","0","100000","0","NEN08099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0180","NMD00038","50000","1","3","3","1","0","","","","","NEN08101","0","50000","50000","NEN08102","0","100000","0","NEN08103","0","100000","0","NEN08104","0","100000","0","","","","","","","","","NGM00007","NGM00004","NGM00029","NGM00025","NGM00080","","","","",""
"NMM0182","NMD00038","50000","2","3","3","1","0","","","","","NEN08111","0","40000","60000","NEN08112","0","100000","0","NEN08113","0","100000","0","NEN08114","0","100000","0","","","","","","","","","NGM00013","NGM00032","NGM00001","NGM00025","NGM00026","","","","",""
"NMM0184","NMD00038","1","6","3","3","1","1","NEN08130","0","50000","50000","NEN08121","0","50000","50000","NEN08122","0","100000","0","NEN08123","0","100000","0","NEN08124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0185","NMD00039","50000","1","3","3","1","0","","","","","NEN09001","0","40000","60000","NEN09002","0","100000","0","NEN09003","0","100000","0","NEN09004","0","100000","0","","","","","","","","","NGM00017","NGM00018","NGM00025","","","ITM00001","","","",""
"NMM0187","NMD00039","50000","2","3","3","1","0","","","","","NEN09011","0","40000","60000","NEN09012","0","100000","0","NEN09013","0","100000","0","NEN09014","0","100000","0","","","","","","","","","NGM00016","","","","","","","","",""
"NMM0189","NMD00039","1","6","3","3","1","1","NEN09126","0","50000","50000","NEN09021","0","40000","60000","NEN09022","0","100000","0","NEN09023","0","100000","0","NEN09024","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0190","NMD00040","50000","1","3","3","1","0","","","","","NEN09026","0","40000","60000","NEN09027","0","100000","0","NEN09028","0","100000","0","NEN09029","0","100000","0","","","","","","","","","NGM00017","NGM00019","","","","ITM00001","","","",""
"NMM0192","NMD00040","50000","2","3","3","1","0","","","","","NEN09036","0","40000","60000","NEN09037","0","100000","0","NEN09038","0","100000","0","NEN09039","0","100000","0","","","","","","","","","NGM00016","NGM00026","NGM00026","","","","","","",""
"NMM0194","NMD00040","1","6","3","3","1","1","NEN09127","0","50000","50000","NEN09046","0","40000","60000","NEN09047","0","100000","0","NEN09048","0","100000","0","NEN09049","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"NMM0195","NMD00041","50000","1","3","3","1","0","","","","","NEN09051","0","30000","70000","NEN09052","0","100000","0","NEN09053","0","20000","80000","NEN09054","0","100000","0","","","","","","","","","NGM00017","NGM00020","NGM00019","","","ITM00001","","","",""
"NMM0197","NMD00041","50000","2","3","3","1","0","","","","","NEN09061","0","40000","60000","NEN09062","0","100000","0","NEN09063","0","100000","0","NEN09064","0","100000","0","","","","","","","","","NGM00008","NGM00026","NGM00025","","","","","","",""
